于家庄火车站				29.644078	111.767492
寨西店火车站				38.478303	114.886527
正定火车站				38.168471	114.563261
杨各庄火车站				29.644078	111.767492
新安村火车站				29.644078	111.767492
哈尔滨火车站				45.767873	126.639577
齐齐哈尔火车站				47.345545	124.00149
大庆火车站				46.604715	125.018374
牡丹江火车站				44.596372	129.617509
肇东火车站				46.08399	126.005097
泰康火车站				29.644078	111.767492
绥化火车站				46.650207	127.022117
富裕火车站				47.803513	124.467095
哈尔滨东火车站				45.773225	126.657717
佳木斯火车站				46.809923	130.391214
安达火车站				46.408496	125.328228
南岔火车站				47.140036	129.287648
呼兰火车站				46.00403	126.654124
铁力火车站				46.980723	128.060111
兴隆镇火车站				46.449892	127.126527
讷河火车站				48.487256	124.85508
嫩江火车站				49.183941	125.256349
龙江火车站				47.334893	123.185008
庆安火车站				46.893297	127.510017
双城堡火车站				45.401924	126.299818
一面坡火车站				45.068554	128.0872
朗乡火车站				46.965072	128.884464
富拉尔基火车站				47.216264	123.652761
泰来火车站				46.398178	123.418256
碾子山火车站				47.521943	122.890338
拉哈火车站				48.211202	124.636467
九三火车站				29.644078	111.767492
亚布力火车站				44.935189	128.621814
尚志火车站				45.214374	127.968875
海林火车站				44.572788	129.393912
汤原火车站				46.75344	129.932416
阿城火车站				45.556717	127.003141
林口火车站				45.298213	130.27681
昂昂溪火车站				47.167777	123.820942
康金井火车站				46.202919	126.823456
浩良河火车站				46.734532	129.644473
江桥火车站				46.777669	123.690334
伊拉哈火车站				29.644078	111.767492
横道河子火车站				44.820289	129.080483
老莱火车站				29.644078	111.767492
六合镇火车站				29.644078	111.767492
宋火车站				29.644078	111.767492
桃山火车站				46.930645	128.18594
群力火车站				29.644078	111.767492
冯屯火车站				29.644078	111.767492
银浪火车站				46.496975	124.861798
玉泉火车站				45.422538	127.168701
北安火车站				48.241282	126.517975
